ダウンロードした時刻：2022/02/23 22:14:11

,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,中川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川,旭川
2002/4/4,2.4,8,1,0,8,1,8.4,8,1,,0,1,,0,1,,0,1,4.5,8,1,0,1,8,1,10.0,0,8,1,64,8,1,20.6,8,1,999.6,8,1
2002/4/5,1.7,8,1,0,8,1,11.4,8,1,,0,1,,0,1,,0,1,3.2,8,1,0,1,8,1,11.7,0,8,1,45,8,1,23.5,8,1,1007.6,8,1
2002/4/6,1.4,8,1,0,8,1,10.0,8,1,,0,1,,0,1,,0,1,4.3,8,1,0,1,8,1,10.9,0,8,1,43,8,1,21.1,8,1,1006.4,8,1
2002/4/7,-0.2,8,1,0,8,1,2.3,8,1,,0,1,,0,1,,0,1,4.2,8,1,0.0,0,8,1,5.2,0,8,1,63,8,1,16.9,8,1,999.9,8,1
2003/3/15,-4.9,8,1,0,8,1,4.6,8,1,,0,1,,0,1,,0,1,-0.6,8,1,0.5,0,8,1,3.7,0,8,1,69,8,1,12.0,8,1,1004.3,8,1
2003/3/16,-4.2,8,1,2,8,1,1.7,8,1,,0,1,,0,1,,0,1,-1.6,8,1,1.5,0,8,1,6.0,0,8,1,70,8,1,11.9,8,1,1001.1,8,1
2003/3/17,-7.5,8,1,0,8,1,5.9,8,1,,0,1,,0,1,,0,1,-5.1,8,1,0.0,0,8,1,4.6,0,8,1,78,8,1,13.1,8,1,1000.9,8,1
2003/3/18,-6.4,8,1,0,8,1,8.2,8,1,,0,1,,0,1,,0,1,-3.6,8,1,0,1,8,1,10.4,0,8,1,64,8,1,19.2,8,1,1000.0,8,1
2003/3/19,-4.4,8,1,1,8,1,2.2,8,1,,0,1,,0,1,,0,1,-2.5,8,1,0.5,0,8,1,1.6,0,8,1,67,8,1,12.3,8,1,996.6,8,1
2003/3/20,-6.9,8,1,0,8,1,9.4,8,1,,0,1,,0,1,,0,1,-2.8,8,1,0.0,0,8,1,8.4,0,8,1,56,8,1,18.6,8,1,1003.4,8,1
2003/3/21,-7.7,8,1,0,8,1,10.4,8,1,,0,1,,0,1,,0,1,-3.9,8,1,0.0,0,8,1,8.5,0,8,1,70,8,1,17.1,8,1,1008.8,8,1
2003/3/22,-1.7,8,1,0,8,1,7.6,8,1,,0,1,,0,1,,0,1,-0.8,8,1,0,1,8,1,9.5,0,8,1,64,8,1,18.8,8,1,1007.3,8,1
2003/3/23,4.1,8,1,1,8,1,6.6,8,1,,0,1,,0,1,,0,1,2.5,8,1,0,1,8,1,11.0,0,8,1,64,8,1,19.1,8,1,1003.7,8,1
2003/3/24,4.9,8,1,0,8,1,0.2,8,1,,0,1,,0,1,,0,1,5.4,8,1,0,1,8,1,9.6,0,8,1,64,8,1,18.5,8,1,1002.4,8,1
2003/3/25,5.0,8,1,0,8,1,5.1,8,1,,0,1,,0,1,,0,1,5.7,8,1,0.5,0,8,1,7.5,0,8,1,71,8,1,16.1,8,1,999.2,8,1
2003/3/26,1.3,8,1,0,8,1,8.0,8,1,,0,1,,0,1,,0,1,3.1,8,1,0,1,8,1,4.4,0,8,1,77,8,1,14.5,8,1,1000.8,8,1
2003/3/27,1.6,8,1,6,8,1,0.0,8,1,,0,1,,0,1,,0,1,2.5,8,1,1.5,0,8,1,0,1,8,1,79,8,1,5.8,8,1,993.7,8,1
2003/3/28,0.3,8,1,9,8,1,0.0,8,1,,0,1,,0,1,,0,1,1.7,8,1,2.0,0,8,1,0,1,8,1,88,8,1,4.3,8,1,980.4,8,1
2003/3/29,-1.5,8,1,2,8,1,1.6,8,1,,0,1,,0,1,,0,1,0.4,8,1,0.5,0,8,1,0.9,0,8,1,73,8,1,10.9,8,1,990.7,8,1
2003/3/30,-1.3,8,1,1,8,1,4.0,8,1,,0,1,,0,1,,0,1,0.1,8,1,0.0,0,8,1,1.4,0,8,1,70,8,1,11.9,8,1,997.1,8,1
2003/3/31,-0.6,8,1,0,8,1,5.8,8,1,,0,1,,0,1,,0,1,1.8,8,1,0,1,8,1,10.9,0,8,1,60,8,1,21.6,8,1,998.2,8,1
2003/4/1,1.5,8,1,0,8,1,8.0,8,1,,0,1,,0,1,,0,1,2.8,8,1,0,1,8,1,11.1,0,8,1,62,8,1,20.5,8,1,1000.6,8,1
2003/4/2,2.8,8,1,0,8,1,8.4,8,1,,0,1,,0,1,,0,1,4.0,8,1,0.0,0,8,1,4.6,0,8,1,63,8,1,13.6,8,1,1000.3,8,1
2003/4/3,1.5,8,1,0,8,1,10.5,8,1,,0,1,,0,1,,0,1,3.3,8,1,0,1,8,1,11.6,0,8,1,57,8,1,20.9,8,1,1003.2,8,1
2003/4/4,2.1,8,1,0,8,1,0.2,8,1,,0,1,,0,1,,0,1,4.1,8,1,0,1,8,1,1.8,0,8,1,57,8,1,11.7,8,1,1001.3,8,1
2003/4/5,2.1,8,1,0,8,1,11.0,8,1,,0,1,,0,1,,0,1,4.2,8,1,0,1,8,1,9.4,0,8,1,64,8,1,20.2,8,1,999.3,8,1
2003/4/6,0.5,8,1,0,8,1,2.2,8,1,,0,1,,0,1,,0,1,2.4,8,1,0,1,8,1,0.1,0,8,1,66,8,1,11.8,8,1,991.8,8,1
2003/4/7,2.2,8,1,0,8,1,3.3,8,1,,0,1,,0,1,,0,1,5.3,8,1,0,1,8,1,8.7,0,8,1,58,8,1,19.3,8,1,999.9,8,1
2004/3/15,-1.4,8,1,1,8,1,4.1,8,1,,0,1,,0,1,,0,1,-3.3,8,1,0.5,0,8,1,7.1,0,8,1,70,8,1,15.2,8,1,1007.2,8,1
2004/3/16,2.4,8,1,0,8,1,0.0,8,1,,0,1,,0,1,,0,1,-1.5,8,1,0,1,8,1,2.0,0,8,1,71,8,1,9.3,8,1,1006.4,8,1
2004/3/17,4.1,8,1,25,8,1,0.0,8,1,,0,1,,0,1,,0,1,4.0,8,1,9.0,0,8,1,0,1,8,1,74,8,1,2.5,8,1,994.3,8,1
2004/3/18,-3.2,8,1,2,8,1,1.9,8,1,,0,1,,0,1,,0,1,-2.2,8,1,1.0,0,8,1,5.3,0,8,1,69,8,1,15.0,8,1,998.7,8,1
2004/3/19,-3.5,8,1,0,8,1,1.9,8,1,,0,1,,0,1,,0,1,-3.1,8,1,2.5,0,8,1,1.5,0,8,1,78,8,1,9.7,8,1,1002.1,8,1
2004/3/20,-4.9,8,1,1,8,1,8.8,8,1,,0,1,,0,1,,0,1,-1.4,8,1,0.5,0,8,1,6.0,0,8,1,66,8,1,15.2,8,1,1003.8,8,1
2004/3/21,-4.2,8,1,0,8,1,4.1,8,1,,0,1,,0,1,,0,1,-1.9,8,1,0.5,0,8,1,7.7,0,8,1,73,8,1,15.7,8,1,1006.7,8,1
2004/3/22,-3.4,8,1,0,8,1,8.0,8,1,,0,1,,0,1,,0,1,-0.9,8,1,0,1,8,1,11.1,0,8,1,65,8,1,20.7,8,1,1006.9,8,1
2004/3/23,0.3,8,1,0,8,1,9.1,8,1,,0,1,,0,1,,0,1,0.5,8,1,0,1,8,1,9.5,0,8,1,59,8,1,18.0,8,1,1006.2,8,1
2004/3/24,1.7,8,1,0,8,1,7.8,8,1,,0,1,,0,1,,0,1,1.7,8,1,0,1,8,1,10.3,0,8,1,64,8,1,18.0,8,1,1006.6,8,1
2004/3/25,0.4,8,1,0,8,1,5.8,8,1,,0,1,,0,1,,0,1,1.2,8,1,0.5,0,8,1,2.0,0,8,1,75,8,1,10.0,8,1,1002.5,8,1
2004/3/26,0.3,8,1,0,8,1,0.0,8,1,,0,1,,0,1,,0,1,1.6,8,1,0.0,0,8,1,1.1,0,8,1,78,8,1,11.4,8,1,996.9,8,1
2004/3/27,0.9,8,1,1,8,1,8.9,8,1,,0,1,,0,1,,0,1,1.9,8,1,0.0,0,8,1,8.8,0,8,1,54,8,1,18.9,8,1,1000.2,8,1
2004/3/28,-0.6,8,1,0,8,1,9.7,8,1,,0,1,,0,1,,0,1,1.3,8,1,0,1,8,1,8.1,0,8,1,61,8,1,19.1,8,1,1007.7,8,1
2004/3/29,-0.6,8,1,0,8,1,1.2,8,1,,0,1,,0,1,,0,1,1.7,8,1,0,1,8,1,5.2,0,8,1,63,8,1,14.3,8,1,1005.4,8,1
2004/3/30,3.6,8,1,2,8,1,0.0,8,1,,0,1,,0,1,,0,1,4.6,8,1,1.5,0,8,1,0,1,8,1,77,8,1,5.2,8,1,996.3,8,1
2004/3/31,2.9,8,1,7,8,1,0.9,8,1,,0,1,,0,1,,0,1,3.9,8,1,1.0,0,8,1,4.2,0,8,1,73,8,1,13.5,8,1,985.7,8,1
2004/4/1,-2.1,8,1,2,8,1,3.3,8,1,,0,1,,0,1,,0,1,-0.8,8,1,8.5,0,8,1,3.4,0,8,1,82,8,1,14.2,8,1,997.4,8,1
2004/4/2,-2.8,8,1,0,8,1,6.3,8,1,,0,1,,0,1,,0,1,-3.0,8,1,1.5,0,8,1,0,1,8,1,81,8,1,8.8,8,1,997.8,8,1
2004/4/3,-2.6,8,1,0,8,1,10.5,8,1,,0,1,,0,1,,0,1,-1.1,8,1,1.0,0,8,1,11.1,0,8,1,52,8,1,22.2,8,1,997.2,8,1
2004/4/4,0.9,8,1,2,8,1,6.3,8,1,,0,1,,0,1,,0,1,1.3,8,1,0.5,0,8,1,7.7,0,8,1,63,8,1,18.0,8,1,1000.4,8,1
2004/4/5,3.7,8,1,1,8,1,4.1,8,1,,0,1,,0,1,,0,1,3.1,8,1,1.5,0,8,1,6.8,0,8,1,57,8,1,17.6,8,1,998.1,8,1
2004/4/6,4.9,8,1,1,8,1,0.7,8,1,,0,1,,0,1,,0,1,6.9,8,1,0.5,0,8,1,3.9,0,8,1,71,8,1,13.3,8,1,997.5,8,1
2004/4/7,2.6,8,1,0,8,1,8.6,8,1,,0,1,,0,1,,0,1,5.7,8,1,0.5,0,8,1,5.6,0,8,1,63,8,1,16.4,8,1,996.0,8,1
2005/3/15,3.0,8,1,0,8,1,9.5,8,1,,0,1,,0,1,,0,1,1.7,8,2,0.5,0,8,1,9.1,0,8,2,61,8,2,18.2,8,1,1001.5,8,1
2005/3/16,2.1,8,1,0,8,1,7.8,8,1,,0,1,,0,1,,0,1,2.5,8,2,0.5,0,8,1,3.1,0,8,2,71,8,2,9.6,8,1,1002.2,8,1
2005/3/17,1.1,8,1,0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.4,8,2,2.5,0,8,1,0,1,8,2,81,8,2,8.4,8,1,994.3,8,1
2005/3/18,-0.8,8,1,2,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.3,8,2,7.5,0,8,1,0.1,0,8,2,83,8,2,7.5,8,1,980.9,8,1
2005/3/19,-3.0,8,1,0,8,1,5.8,8,1,,0,1,,0,1,,0,1,-2.8,8,2,0.0,0,8,1,3.2,0,8,2,66,8,2,13.7,8,1,996.4,8,1
2005/3/20,3.1,8,1,4,8,1,1.8,8,1,,0,1,,0,1,,0,1,2.1,8,2,0.5,0,8,1,4.6,0,8,2,62,8,2,14.6,8,1,992.1,8,1
2005/3/21,1.3,8,1,1,8,1,8.3,8,1,,0,1,,0,1,,0,1,1.7,8,2,1.5,0,8,1,8.3,0,8,2,60,8,2,17.7,8,1,994.5,8,1
2005/3/22,5.4,8,1,0,8,1,0.1,8,1,,0,1,,0,1,,0,1,5.0,8,2,0.0,0,8,1,0.8,0,8,2,56,8,2,10.7,8,1,993.2,8,1
2005/3/23,1.3,8,1,0,8,1,0.0,8,1,,0,1,,0,1,,0,1,2.2,8,2,0.0,0,8,1,2.1,0,8,2,77,8,2,11.5,8,1,990.3,8,1
2005/3/24,-0.8,8,1,0,8,1,5.4,8,1,,0,1,,0,1,,0,1,0.2,8,2,0,1,8,1,6.8,0,8,2,61,8,2,16.4,8,1,986.7,8,1
2005/3/25,-3.2,8,1,0,8,1,0.0,8,1,,0,1,,0,1,,0,1,-2.6,8,2,1.0,0,8,1,0,1,8,2,81,8,2,5.7,8,1,980.3,8,1
2005/3/26,-2.2,8,1,1,8,1,2.5,8,1,,0,1,,0,1,,0,1,-3.1,8,2,2.0,0,8,1,4.5,0,8,2,74,8,2,15.2,8,1,987.9,8,1
2005/3/27,-1.2,8,1,0,8,1,4.0,8,1,,0,1,,0,1,,0,1,-1.1,8,2,1.5,0,8,1,4.1,0,8,2,76,8,2,12.8,8,1,995.7,8,1
2005/3/28,-0.7,8,1,0,8,1,11.3,8,1,,0,1,,0,1,,0,1,0.6,8,2,0.0,0,8,1,11.8,0,8,2,60,8,2,20.9,8,1,996.1,8,1
2005/3/29,0.8,8,1,2,8,1,0.3,8,1,,0,1,,0,1,,0,1,3.1,8,2,0.0,0,8,1,3.8,0,8,2,62,8,2,12.5,8,1,973.6,8,1
2005/3/30,-1.0,8,1,3,8,1,0.1,8,1,,0,1,,0,1,,0,1,-0.2,8,2,6.0,0,8,1,0.7,0,8,2,84,8,2,11.6,8,1,974.2,8,1
2005/3/31,-2.1,8,1,0,8,1,6.7,8,1,,0,1,,0,1,,0,1,-0.9,8,2,0.5,0,8,1,4.3,0,8,2,73,8,2,15.6,8,1,987.6,8,1
2005/4/1,-2.4,8,1,2,8,1,6.2,8,1,,0,1,,0,1,,0,1,-1.1,8,2,0.0,0,8,1,8.2,0,8,2,71,8,2,19.7,8,1,997.6,8,1
2005/4/2,0.5,8,1,0,8,1,6.6,8,1,,0,1,,0,1,,0,1,1.8,8,2,0.0,0,8,1,4.7,0,8,2,63,8,2,15.3,8,1,999.9,8,1
2005/4/3,1.7,8,1,2,8,1,0.0,8,1,,0,1,,0,1,,0,1,1.3,8,2,4.5,0,8,1,0.5,0,8,2,82,8,2,6.8,8,1,991.2,8,1
2005/4/4,0.5,8,1,1,8,1,10.0,8,1,,0,1,,0,1,,0,1,1.5,8,2,0.0,0,8,1,6.1,0,8,2,67,8,2,17.3,8,1,993.9,8,1
2005/4/5,2.3,8,1,0,8,1,1.7,8,1,,0,1,,0,1,,0,1,1.6,8,2,0.5,0,8,1,2.4,0,8,2,74,8,2,10.7,8,1,992.3,8,1
2005/4/6,4.8,8,1,0,8,1,0.0,8,1,,0,1,,0,1,,0,1,5.8,8,2,0,1,8,1,6.5,0,8,2,76,8,2,15.8,8,1,988.9,8,1
2005/4/7,3.9,8,1,13,8,1,0.1,8,1,,0,1,,0,1,,0,1,4.7,8,2,4.0,0,8,1,0,1,8,2,89,8,2,4.1,8,1,986.4,8,1
2006/3/15,0.8,8,1,1,8,1,1.2,8,1,,0,1,,0,1,,0,1,-0.6,8,2,1.5,0,8,1,1.9,0,8,2,73,8,2,8.7,8,1,987.1,8,1
2006/3/16,0.3,8,1,0,8,1,9.6,8,1,,0,1,,0,1,,0,1,3.0,8,2,0,1,8,1,4.1,0,8,2,63,8,2,12.5,8,1,991.6,8,1
2006/3/17,-0.9,8,1,0,8,1,9.9,8,1,,0,1,,0,1,,0,1,2.3,8,2,0,1,8,1,10.2,0,8,2,76,8,2,17.8,8,1,989.5,8,1
2006/3/18,-1.6,8,1,0,8,1,1.3,8,1,,0,1,,0,1,,0,1,0.4,8,2,0,1,8,1,1.0,0,8,2,69,8,2,11.7,8,1,990.5,8,1
2006/3/19,1.6,8,1,0,8,1,0.3,8,1,,0,1,,0,1,,0,1,0.6,8,2,3.0,0,8,1,0,1,8,2,81,8,2,5.2,8,1,978.4,8,1
2006/3/20,-1.3,8,1,6,8,1,0.0,8,1,,0,1,,0,1,,0,1,-2.6,8,2,4.0,0,8,1,1.9,0,8,2,85,8,2,10.9,8,1,976.8,8,1
2006/3/21,-1.2,8,1,2,8,1,0.0,8,1,,0,1,,0,1,,0,1,-1.5,8,2,0.5,0,8,1,0.6,0,8,2,83,8,2,11.8,8,1,983.7,8,1
2006/3/22,-0.9,8,1,1,8,1,8.8,8,1,,0,1,,0,1,,0,1,-0.6,8,2,1.0,0,8,1,4.8,0,8,2,60,8,2,14.5,8,1,993.1,8,1
2006/3/23,-2.4,8,1,0,8,1,9.0,8,1,,0,1,,0,1,,0,1,-0.9,8,2,0,1,8,1,5.5,0,8,2,70,8,2,14.9,8,1,992.0,8,1
2006/3/24,-1.3,8,1,0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.3,8,2,2.0,0,8,1,0.4,0,8,2,83,8,2,7.0,8,1,988.2,8,1
2006/3/25,-0.7,8,1,0,8,1,5.8,8,1,,0,1,,0,1,,0,1,0.8,8,2,5.0,0,8,1,3.7,0,8,2,70,8,2,13.8,8,1,998.4,8,1
2006/3/26,2.4,8,1,7,8,1,2.0,8,1,,0,1,,0,1,,0,1,2.9,8,2,4.5,0,8,1,6.0,0,8,2,59,8,2,10.6,8,1,989.9,8,1
2006/3/27,-0.1,8,1,1,8,1,0.6,8,1,,0,1,,0,1,,0,1,0.2,8,2,0.5,0,8,1,7.4,0,8,2,61,8,2,17.7,8,1,991.7,8,1
2006/3/28,-0.1,8,1,0,8,1,4.6,8,1,,0,1,,0,1,,0,1,0.8,8,2,0.0,0,8,1,6.1,0,8,2,54,8,2,15.7,8,1,988.3,8,1
2006/3/29,0.8,8,1,4,8,1,0.0,8,1,,0,1,,0,1,,0,1,2.8,8,2,4.0,0,8,1,0,1,8,2,75,8,2,6.4,8,1,971.6,8,1
2006/3/30,-1.2,8,1,10,8,1,0.0,8,1,,0,1,,0,1,,0,1,-0.2,8,2,2.0,0,8,1,0,1,8,2,84,8,2,9.5,8,1,972.0,8,1
2006/3/31,-0.3,8,1,3,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.6,8,2,0.0,0,8,1,3.8,0,8,2,76,8,2,16.4,8,1,985.6,8,1
2006/4/1,-0.2,8,1,1,8,1,1.2,8,1,,0,1,,0,1,,0,1,0.5,8,2,0.0,0,8,1,3.5,0,8,2,70,8,2,11.4,8,1,994.6,8,1
2006/4/2,0.4,8,1,0,8,1,6.8,8,1,,0,1,,0,1,,0,1,1.5,8,2,0.0,0,8,1,5.9,0,8,2,70,8,2,14.4,8,1,988.1,8,1
2006/4/3,-1.6,8,1,1,8,1,0.0,8,1,,0,1,,0,1,,0,1,-0.5,8,2,0.5,0,8,1,0,1,8,2,73,8,2,8.7,8,1,985.0,8,1
2006/4/4,-1.2,8,1,0,8,1,2.9,8,1,,0,1,,0,1,,0,1,-0.4,8,2,0.0,0,8,1,2.0,0,8,2,70,8,2,13.3,8,1,994.9,8,1
2006/4/5,-2.1,8,1,0,8,1,10.9,8,1,,0,1,,0,1,,0,1,-0.7,8,2,0.0,0,8,1,7.2,0,8,2,65,8,2,20.7,8,1,992.0,8,1
2006/4/6,-2.3,8,1,1,8,1,1.9,8,1,,0,1,,0,1,,0,1,-1.6,8,2,2.5,0,8,1,1.9,0,8,2,81,8,2,11.7,8,1,988.7,8,1
2006/4/7,-3.1,8,1,1,8,1,3.6,8,1,,0,1,,0,1,,0,1,-2.0,8,2,0.5,0,8,1,5.2,0,8,2,74,8,2,17.6,8,1,993.8,8,1
2007/3/15,-3.6,8,1,4,8,1,2.4,8,1,,0,1,,0,1,,0,1,-2.4,8,2,2.5,0,8,1,4.4,0,8,2,84,8,2,13.2,8,1,996.3,8,1
2007/3/16,-3.4,8,1,1,8,1,6.6,8,1,,0,1,,0,1,,0,1,-2.3,8,2,0.5,0,8,1,8.8,0,8,2,80,8,2,17.8,8,1,1000.0,8,1
2007/3/17,-5.6,8,1,1,8,1,8.5,8,1,,0,1,,0,1,,0,1,-3.0,8,2,0.5,0,8,1,6.3,0,8,2,72,8,2,16.3,8,1,1000.0,8,1
2007/3/18,-2.6,8,1,2,8,1,0.4,8,1,,0,1,,0,1,,0,1,-2.4,8,2,0.5,0,8,1,0.3,0,8,2,80,8,2,10.4,8,1,996.3,8,1
2007/3/19,-2.0,8,1,2,8,1,0.6,8,1,,0,1,,0,1,,0,1,-0.7,8,2,0.5,0,8,1,2.9,0,8,2,72,8,2,14.6,8,1,999.0,8,1
2007/3/20,-4.0,8,1,0,8,1,3.1,8,1,,0,1,,0,1,,0,1,-1.9,8,2,1.0,0,8,1,2.0,0,8,2,76,8,2,12.2,8,1,1000.5,8,1
2007/3/21,-1.6,8,1,1,8,1,5.2,8,1,,0,1,,0,1,,0,1,-0.4,8,2,0.0,0,8,1,6.0,0,8,2,77,8,2,17.2,8,1,1002.7,8,1
2007/3/22,-3.0,8,1,0,8,1,10.7,8,1,,0,1,,0,1,,0,1,0.2,8,2,0.5,0,8,1,10.9,0,8,2,71,8,2,19.4,8,1,1003.1,8,1
2007/3/23,-1.6,8,1,0,8,1,7.6,8,1,,0,1,,0,1,,0,1,-1.0,8,2,1.5,0,8,1,5.8,0,8,2,80,8,2,15.1,8,1,1002.3,8,1
2007/3/24,0.5,8,1,1,8,1,9.5,8,1,,0,1,,0,1,,0,1,2.4,8,2,0.0,0,8,1,8.9,0,8,2,66,8,2,18.3,8,1,997.2,8,1
2007/3/25,3.6,8,1,2,8,1,0.1,8,1,,0,1,,0,1,,0,1,4.3,8,2,0.5,0,8,1,0.4,0,8,2,74,8,2,4.2,8,1,980.2,8,1
2007/3/26,2.2,8,1,1,8,1,1.8,8,1,,0,1,,0,1,,0,1,2.1,8,2,1.0,0,8,1,2.9,0,8,2,66,8,2,11.6,8,1,984.5,8,1
2007/3/27,0.2,8,1,1,8,1,2.0,8,1,,0,1,,0,1,,0,1,1.3,8,2,0.0,0,8,1,1.1,0,8,2,69,8,2,9.5,8,1,991.4,8,1
2007/3/28,-2.5,8,1,0,8,1,10.4,8,1,,0,1,,0,1,,0,1,-0.5,8,2,0.0,0,8,1,2.5,0,8,2,78,8,2,12.5,8,1,992.6,8,1
2007/3/29,-1.1,8,1,0,8,1,5.7,8,1,,0,1,,0,1,,0,1,0.1,8,2,0,1,8,1,7.1,0,8,2,67,8,2,17.4,8,1,994.5,8,1
2007/3/30,-0.4,8,1,1,8,1,4.9,8,1,,0,1,,0,1,,0,1,0.0,8,2,0.5,0,8,1,3.2,0,8,2,77,8,2,12.4,8,1,993.9,8,1
2007/3/31,0.6,8,1,1,8,1,10.4,8,1,,0,1,,0,1,,0,1,1.7,8,2,1.0,0,8,1,5.6,0,8,2,62,8,2,17.1,8,1,995.3,8,1
2007/4/1,0.6,8,1,0,8,1,8.7,8,1,,0,1,,0,1,,0,1,2.4,8,2,1.0,0,8,1,5.0,0,8,2,70,8,2,16.3,8,1,989.9,8,1
2007/4/2,-0.8,8,1,0,8,1,6.9,8,1,,0,1,,0,1,,0,1,2.1,8,2,1.5,0,8,1,0.7,0,8,2,83,8,2,8.7,8,1,990.9,8,1
2007/4/3,-1.2,8,1,0,8,1,11.4,8,1,,0,1,,0,1,,0,1,2.1,8,2,0.5,0,8,1,6.6,0,8,2,68,8,2,17.8,8,1,991.3,8,1
2007/4/4,0.3,8,1,1,8,1,6.1,8,1,,0,1,,0,1,,0,1,1.2,8,2,0.5,0,8,1,5.4,0,8,2,75,8,2,15.5,8,1,995.1,8,1
2007/4/5,0.0,8,1,0,8,1,8.9,8,1,,0,1,,0,1,,0,1,1.3,8,2,0.5,0,8,1,7.5,0,8,2,78,8,2,17.9,8,1,1001.4,8,1
2007/4/6,0.4,8,1,0,8,1,6.5,8,1,,0,1,,0,1,,0,1,2.8,8,2,0.5,0,8,1,10.5,0,8,2,66,8,2,21.3,8,1,1005.3,8,1
2007/4/7,1.4,8,1,0,8,1,10.5,8,1,,0,1,,0,1,,0,1,4.2,8,2,0.5,0,8,1,8.8,0,8,2,61,8,2,20.2,8,1,1003.5,8,1
2008/3/15,0.6,8,1,8,8,1,0.0,8,1,,0,1,,0,1,,0,1,1.5,8,2,7.0,0,8,1,0,1,8,2,92,8,2,3.8,8,1,995.8,8,1
2008/3/16,1.5,8,1,0,8,1,8.2,8,1,,0,1,,0,1,,0,1,2.8,8,2,0.0,0,8,1,7.2,0,8,2,73,8,2,16.0,8,1,995.3,8,1
2008/3/17,1.1,8,1,1,8,1,0.1,8,1,,0,1,,0,1,,0,1,1.7,8,2,4.5,0,8,1,0,1,8,2,89,8,2,5.2,8,1,997.0,8,1
2008/3/18,2.4,8,1,0,8,1,3.7,8,1,,0,1,,0,1,,0,1,2.5,8,2,0,1,8,1,4.1,0,8,2,76,8,2,12.1,8,1,1003.9,8,1
2008/3/19,0.9,8,1,0,8,1,5.8,8,1,,0,1,,0,1,,0,1,1.6,8,2,0,1,8,1,8.3,0,8,2,76,8,2,15.9,8,1,1003.7,8,1
2008/3/20,-0.9,8,1,0,8,1,10.9,8,1,,0,1,,0,1,,0,1,3.5,8,2,0,1,8,1,6.4,0,8,2,67,8,2,15.2,8,1,1006.2,8,1
2008/3/21,0.2,8,1,0,8,1,10.9,8,1,,0,1,,0,1,,0,1,3.0,8,2,0,1,8,1,11.2,0,8,2,54,8,2,20.0,8,1,1007.2,8,1
2008/3/22,1.2,8,1,0,8,1,11.1,8,1,,0,1,,0,1,,0,1,2.1,8,2,0,1,8,1,11.3,0,8,2,45,8,2,19.4,8,1,1005.5,8,1
2008/3/23,-0.3,8,1,0,8,1,9.2,8,1,,0,1,,0,1,,0,1,1.4,8,2,0,1,8,1,8.2,0,8,2,68,8,2,17.8,8,1,1002.5,8,1
2008/3/24,0.5,8,1,0,8,1,0.0,8,1,,0,1,,0,1,,0,1,1.5,8,2,0.0,0,8,1,0,1,8,2,82,8,2,5.4,8,1,994.7,8,1
2008/3/25,2.6,8,1,2,8,1,1.6,8,1,,0,1,,0,1,,0,1,5.7,8,2,0.0,0,8,1,8.1,0,8,2,70,8,2,17.9,8,1,992.5,8,1
2008/3/26,3.8,8,1,0.5,8,1,7.3,8,1,,0,1,,0,1,,0,1,5.0,8,2,0,1,8,1,5.8,0,8,2,73,8,2,14.3,8,1,995.3,8,1
2008/3/27,1.2,8,1,0.0,8,1,3.4,8,1,,0,1,,0,1,,0,1,2.6,8,2,0.0,0,8,1,0,1,8,2,77,8,2,6.6,8,1,995.1,8,1
2008/3/28,-0.6,8,1,0.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,1.1,8,2,0.0,0,8,1,3.3,0,8,2,74,8,2,15.2,8,1,997.1,8,1
2008/3/29,-1.6,8,1,0.0,8,1,6.2,8,1,,0,1,,0,1,,0,1,-0.1,8,2,0.0,0,8,1,7.9,0,8,2,65,8,2,18.9,8,1,999.7,8,1
2008/3/30,-0.1,8,1,0.0,8,1,9.4,8,1,,0,1,,0,1,,0,1,0.5,8,2,0,1,8,1,11.9,0,8,2,65,8,2,21.7,8,1,998.2,8,1
2008/3/31,-1.3,8,1,0.0,5,1,6.7,5,1,,0,1,,0,1,,0,1,1.7,8,2,0.0,0,8,1,3.5,0,8,2,67,8,2,14.3,8,1,989.7,8,1
2008/4/1,-0.9,8,1,0.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,-0.5,8,2,0,1,8,1,0,1,8,2,58,8,2,7.2,8,1,982.8,8,1
2008/4/2,0.1,8,1,0.0,8,1,10.4,8,1,,0,1,,0,1,,0,1,1.9,8,2,0,1,8,1,8.0,0,8,2,48,8,2,19.3,8,1,991.4,8,1
2008/4/3,0.4,8,1,0.0,8,1,4.6,8,1,,0,1,,0,1,,0,1,2.4,8,2,0.0,0,8,1,1.0,0,8,2,68,8,2,12.2,8,1,989.9,8,1
2008/4/4,1.6,8,1,2.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,3.8,8,2,0.5,0,8,1,2.3,0,8,2,86,8,2,8.1,8,1,991.1,8,1
2008/4/5,2.4,8,1,0.5,8,1,1.8,8,1,,0,1,,0,1,,0,1,4.0,8,2,0.5,0,8,1,2.6,0,8,2,79,8,2,11.0,8,1,995.9,8,1
